hanzi,pinyin,levels,entryIds,file,bytes,status,source,sourceUrl,sourceUrls,license,qualityNote
两岸,liǎng àn,6,4447,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-两岸.mp3,19444,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-liang3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-an4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
两手,liǎng shǒu,6,4859,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-两手.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A4%E6%89%8B.mp3,,CC-BY-SA,
两边,liǎng biān,4,2724,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-两边.mp3,19862,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-liang3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-bian1.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
严,yán,6,5103,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-严.mp3,9194,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A5.mp3,,CC-BY-SA,
严厉,yán lì,6,5107,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-严厉.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A5%E5%8E%89.mp3,,CC-BY-SA,
严格,yán gé,4,1845,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-严格.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A5%E6%A0%BC.mp3,,CC-BY-SA,
严肃,yán sù,5,3328,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-严肃.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A5%E8%82%83.mp3,,CC-BY-SA,
严重,yán zhòng,4,1848,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-严重.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A5%E9%87%8D.mp3,,CC-BY-SA,
丧失,sàng shī,6,4731,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-丧失.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%A7%E5%A4%B1.mp3,,CC-BY-SA,
个,gè,1,60,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个.mp3,7940,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA.mp3,,CC-BY-SA,
个人,gè rén,5,2400,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个人.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E4%BA%BA.mp3,,CC-BY-SA,
个体,gè tǐ,6,4045,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个体.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E4%BD%93.mp3,,CC-BY-SA,
个儿,gè r,5,3519,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个儿.mp3,7522,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E5%84%BF.mp3,,CC-BY-SA,
个别,gè bié,5,2398,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个别.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E5%88%AB.mp3,,CC-BY-SA,
个子,gè zi,2,344,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个子.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E5%AD%90.mp3,,CC-BY-SA,
个性,gè xìng,5,2401,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-个性.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AA%E6%80%A7.mp3,,CC-BY-SA,
中,zhōng,3 6,981 5328,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中.mp3,8358,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD.mp3,,CC-BY-SA,
中介,zhōng jiè,5,3523,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中介.mp3,17354,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jie4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中医,zhōng yī,5,3528,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中医.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%8C%BB.mp3,,CC-BY-SA,
中午,zhōng wǔ,1,291,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中午.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%8D%88.mp3,,CC-BY-SA,
中华,zhōng huá,5,3520,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中华.mp3,18817,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-hua2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中华民族,zhōng huá mín zú,5,3521,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中华民族.mp3,36162,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-hua2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-min2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zu2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中国,zhōng guó,1,289,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中国.mp3,18399,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-guo2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中外,zhōng wài,5,3525,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中外.mp3,18399,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wai4.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中央,zhōng yāng,6,5326,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中央.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%A4%AE.mp3,,CC-BY-SA,
中奖,zhòng jiǎng,6,5331,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中奖.mp3,19862,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jiang3.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中学,zhōng xué,1,292,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中学.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%AD%A6.mp3,,CC-BY-SA,
中学生,zhōng xué shēng,1,293,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中学生.mp3,27176,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-xue2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-sheng1.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中小学,zhōng xiǎo xué,2,1237,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中小学.mp3,30311,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-xiao3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-xue2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中年,zhōng nián,4,1958,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中年.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%B9%B4.mp3,,CC-BY-SA,
中心,zhōng xīn,5,3526,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中心.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E5%BF%83.mp3,,CC-BY-SA,
中文,zhōng wén,1,290,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中文.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E6%96%87.mp3,,CC-BY-SA,
中断,zhōng duàn,6,5322,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中断.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E6%96%AD.mp3,,CC-BY-SA,
中期,zhōng qī,5,3524,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中期.mp3,19235,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-qi1.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中毒,zhòng dú,6,5330,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中毒.mp3,17354,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-du2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中秋节,zhōng qiū jié,5,4268,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中秋节.mp3,27803,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-qiu1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jie2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中等,zhōng děng,6,5320,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中等.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E7%AD%89.mp3,,CC-BY-SA,
中级,zhōng jí,5,3522,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中级.mp3,18817,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhong1.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ji2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
中药,zhōng yào,5,3527,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中药.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E8%8D%AF.mp3,,CC-BY-SA,
中部,zhōng bù,3,2199,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中部.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E9%83%A8.mp3,,CC-BY-SA,
中间,zhōng jiān,3,982,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中间.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E9%97%B4.mp3,,CC-BY-SA,
中餐,zhōng cān,4,1957,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-中餐.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%AD%E9%A4%90.mp3,,CC-BY-SA,
丰富,fēng fù,4,1204,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-丰富.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%B0%E5%AF%8C.mp3,,CC-BY-SA,
丰收,fēng shōu,6,3994,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-丰收.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%B0%E6%94%B6.mp3,,CC-BY-SA,
串,chuàn,6,3809,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-串.mp3,9194,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%B2.mp3,,CC-BY-SA,
临时,lín shí,5,2722,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-临时.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%B4%E6%97%B6.mp3,,CC-BY-SA,
为,wèi,3 4 5,875 1771 3184,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为.mp3,7522,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA.mp3,,CC-BY-SA,
为主,wéi zhǔ,5,4029,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为主.mp3,21738,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wei2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhu3.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
为了,wèi le,3,876,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为了.mp3,8776,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E4%BA%86.mp3,,CC-BY-SA,
为什么,wèi shén me,2,454,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为什么.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E4%BB%80%E4%B9%88.mp3,,CC-BY-SA,
为何,wèi hé,6,4981,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为何.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E4%BD%95.mp3,,CC-BY-SA,
为期,wéi qī,6,4972,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为期.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E6%9C%9F.mp3,,CC-BY-SA,
为止,wéi zhǐ,6,4974,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为止.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E6%AD%A2.mp3,,CC-BY-SA,
为此,wèi cǐ,6,4980,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为此.mp3,20485,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-wei4.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ci3.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
为难,wéi nán,6,4970,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-为难.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BA%E9%9A%BE.mp3,,CC-BY-SA,
主人,zhǔ rén,5,3544,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主人.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E4%BA%BA.mp3,,CC-BY-SA,
主任,zhǔ rèn,5,3545,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主任.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E4%BB%BB.mp3,,CC-BY-SA,
主体,zhǔ tǐ,5,4282,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主体.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E4%BD%93.mp3,,CC-BY-SA,
主办,zhǔ bàn,6,5344,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主办.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E5%8A%9E.mp3,,CC-BY-SA,
主动,zhǔ dòng,5,3542,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主动.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E5%8A%A8.mp3,,CC-BY-SA,
主导,zhǔ dǎo,6,5346,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主导.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E5%AF%BC.mp3,,CC-BY-SA,
主席,zhǔ xí,5,3548,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主席.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E5%B8%AD.mp3,,CC-BY-SA,
主张,zhǔ zhāng,6,5351,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主张.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E5%BC%A0.mp3,,CC-BY-SA,
主意,zhǔ yi,4,1964,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主意.mp3,9194,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E6%84%8F.mp3,,CC-BY-SA,
主持,zhǔ chí,5,3541,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主持.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E6%8C%81.mp3,,CC-BY-SA,
主持人,zhǔ chí rén,6,5410,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主持人.mp3,29680,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhu3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-chi2.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ren2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
主流,zhǔ liú,6,5349,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主流.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E6%B5%81.mp3,,CC-BY-SA,
主管,zhǔ guǎn,6,5347,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主管.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E7%AE%A1.mp3,,CC-BY-SA,
主要,zhǔ yào,3,987,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主要.mp3,10656,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E8%A6%81.mp3,,CC-BY-SA,
主观,zhǔ guān,5,3543,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主观.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E8%A7%82.mp3,,CC-BY-SA,
主角,zhǔ jué,6,5348,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主角.mp3,19858,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-zhu3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-jue2.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
主题,zhǔ tí,5,3547,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-主题.mp3,11492,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BB%E9%A2%98.mp3,,CC-BY-SA,
举,jǔ,4,1409,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-举.mp3,10239,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BE.mp3,,CC-BY-SA,
举办,jǔ bàn,4,1410,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-举办.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BE%E5%8A%9E.mp3,,CC-BY-SA,
举动,jǔ dòng,6,4346,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-举动.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BE%E5%8A%A8.mp3,,CC-BY-SA,
举手,jǔ shǒu,2,805,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-举手.mp3,24662,generated,audio-cmn-syllable-concat,,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-ju3.mp3 https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/syllabs/cmn-shou3.mp3,CC-BY-SA,Generated by concatenating syllable recordings; less natural than native word audio.
举行,jǔ xíng,4,1412,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-举行.mp3,12746,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B8%BE%E8%A1%8C.mp3,,CC-BY-SA,
久,jiǔ,3,719,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-久.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B9%85.mp3,,CC-BY-SA,
义务,yì wù,5,3369,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-义务.mp3,10030,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B9%89%E5%8A%A1.mp3,,CC-BY-SA,
之一,zhī yī,4,3196,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-之一.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B9%8B%E4%B8%80.mp3,,CC-BY-SA,
之下,zhī xià,5,4246,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-之下.mp3,11910,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B9%8B%E4%B8%8B.mp3,,CC-BY-SA,
之中,zhī zhōng,4,1945,/mnt/c/Users/tiago/Desktop/git/zou-ba/assets/audio/hsk/cmn-之中.mp3,11074,exists,audio-cmn,https://raw.githubusercontent.com/hugolpz/audio-cmn/master/64k/hsk/cmn-%E4%B9%8B%E4%B8%AD.mp3,,CC-BY-SA,
